noticeIdentifier,noticeVersion,lotIdentifier,classificationType,mainClassificationCode,additionalClassificationCodes,options
81c6013b-1919-4756-861d-b75bb351baed,01,,cpv,79713000,,
81c6013b-1919-4756-861d-b75bb351baed,01,LOT-0001,cpv,79713000,,
acb8340a-bc54-4982-bae7-7945179d4c5e,02,,cpv,39100000,,
acb8340a-bc54-4982-bae7-7945179d4c5e,02,LOT-0001,cpv,39100000,,
8b68c9cd-becc-4aae-b266-0d8fd532adde,02,,cpv,72200000,,
8b68c9cd-becc-4aae-b266-0d8fd532adde,02,LOT-0001,cpv,72200000,,
169c17c4-4961-4faf-b265-cf241ade7b03,02,,cpv,34144210,,
169c17c4-4961-4faf-b265-cf241ade7b03,02,LOT-0001,cpv,34144210,,
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,,cpv,79410000,,
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,LOT-0001,cpv,79410000,,
8abc6569-ea2c-47c4-9535-5f7d00210f64,02,LOT-0002,cpv,79410000,,
ebf0316c-dc1d-4aff-9f0c-9601ef0834b6,02,,cpv,72413000,,
ebf0316c-dc1d-4aff-9f0c-9601ef0834b6,02,LOT-0001,cpv,72413000,,
a94fce7c-d20b-4801-a8a4-fa82599b306b,07,,cpv,44110000,,
a94fce7c-d20b-4801-a8a4-fa82599b306b,07,LOT-0000,cpv,44110000,,
d054f781-67a9-4059-8661-386f0f62f944,07,,cpv,09310000,,
d054f781-67a9-4059-8661-386f0f62f944,07,LOT-0000,cpv,09310000,,
f1b8b89e-0c34-489c-8605-e48d0d0a5cb1,01,,cpv,98310000,39518000,
f1b8b89e-0c34-489c-8605-e48d0d0a5cb1,01,LOT-0001,cpv,98310000,39518000,
9a8868e4-d7bb-4015-8909-1bf3484af77f,01,,cpv,38000000,,
9a8868e4-d7bb-4015-8909-1bf3484af77f,01,LOT-0001,cpv,38000000,,
10ab646d-012a-4acd-9d41-d2d5927addbb,01,,cpv,45311200,"45312000,45316000,45312100,45312200,45310000,45311000,45314000,45314300,45214210,45214200,45000000",
10ab646d-012a-4acd-9d41-d2d5927addbb,01,LOT-0001,cpv,45311200,"45312000,45316000,45312100,45310000,45310000,45311000,45314000,45314300,45214210,45214200,45000000",
91690441-2088-4e96-99df-2b8ad32e5a1b,01,,cpv,45234100,,
91690441-2088-4e96-99df-2b8ad32e5a1b,01,LOT-0001,cpv,45234100,,
ee3a9d8e-fe1e-4949-9e4a-4e9c190918de,01,,cpv,71240000,"71327000,71321000,71321200,71321300,71321400",
ee3a9d8e-fe1e-4949-9e4a-4e9c190918de,01,LOT-0001,cpv,71240000,"71320000,71000000,71200000",
ee3a9d8e-fe1e-4949-9e4a-4e9c190918de,01,LOT-0002,cpv,71240000,"71320000,71000000,71200000",
6626a339-d511-4a4c-b0a7-54a84a14e72e,01,,cpv,45211340,,
6626a339-d511-4a4c-b0a7-54a84a14e72e,01,LOT-0000,cpv,45211340,,
78a13158-21b8-4927-8497-55f095cffba6,01,,cpv,45432130,45432111,
78a13158-21b8-4927-8497-55f095cffba6,01,LOT-0001,cpv,45432130,45432111,
b74698a4-9f50-479c-b077-0a57c4ab0fb0,01,,cpv,90900000,"39532000,39530000",
b74698a4-9f50-479c-b077-0a57c4ab0fb0,01,LOT-0001,cpv,90900000,"39532000,39530000",
af09e797-6292-421c-b943-41d89a98d88e,01,,cpv,90900000,"39532000,39530000",
af09e797-6292-421c-b943-41d89a98d88e,01,LOT-0001,cpv,90900000,"39532000,39530000",
98597e19-5747-4c1b-988b-56cbc7418509,01,,cpv,71000000,,
98597e19-5747-4c1b-988b-56cbc7418509,01,LOT-0001,cpv,71000000,,
98597e19-5747-4c1b-988b-56cbc7418509,01,LOT-0002,cpv,71000000,,
991c04fe-ca10-4e6b-9304-0ad31b4757ed,01,,cpv,71000000,"71200000,71210000,71220000,71221000,71222000,71240000,71300000,71320000",
991c04fe-ca10-4e6b-9304-0ad31b4757ed,01,LOT-0001,cpv,71000000,"71200000,71210000,71220000,71221000,71222000,71240000,71300000,71320000",
37cdd9a6-65fb-4c7d-b7f5-ad7c7befc670,01,,cpv,45421141,,
37cdd9a6-65fb-4c7d-b7f5-ad7c7befc670,01,LOT-0001,cpv,45311000,,
e7ffd4a2-72f0-4c60-b831-c4b32143062c,01,,cpv,45111100,,
e7ffd4a2-72f0-4c60-b831-c4b32143062c,01,LOT-0000,cpv,45111100,,
31a68589-dbd6-413e-9508-5e94c897fcc7,01,,cpv,71000000,,
31a68589-dbd6-413e-9508-5e94c897fcc7,01,LOT-0001,cpv,71000000,,
9affc1f7-f387-4b6c-b221-a24ee46c41c6,01,,cpv,45234116,"34944000,45213300,45230000,45234113,45234160",
9affc1f7-f387-4b6c-b221-a24ee46c41c6,01,LOT-0001,cpv,45234116,"34944000,45213300,45230000,45234113,45234160,45221100,45221220",
6bbaf2c8-f9d8-42ff-8696-dff505cb0366,01,,cpv,90911000,,
6bbaf2c8-f9d8-42ff-8696-dff505cb0366,01,LOT-0000,cpv,90911000,,
46d59055-2d6b-4dd0-8259-86b3ae67397c,01,,cpv,45311000,,
46d59055-2d6b-4dd0-8259-86b3ae67397c,01,LOT-0000,cpv,45311000,,
f03cd7a8-f967-4d6c-8ce7-8fdc0ed14af6,01,,cpv,90919300,90911300,
f03cd7a8-f967-4d6c-8ce7-8fdc0ed14af6,01,LOT-0001,cpv,90919300,,
f03cd7a8-f967-4d6c-8ce7-8fdc0ed14af6,01,LOT-0002,cpv,90911300,,
3eb98c24-107b-4db4-9bc7-13790e23b295,01,,cpv,45000000,,
3eb98c24-107b-4db4-9bc7-13790e23b295,01,LOT-0001,cpv,45000000,,
d28f5c90-99bc-44f6-ab7f-b559d95655ec,01,,cpv,45315300,,
d28f5c90-99bc-44f6-ab7f-b559d95655ec,01,LOT-0000,cpv,45315300,,
0ef9519d-3c29-4818-a4de-74d9d2fafdd5,01,,cpv,45324000,45421146,
0ef9519d-3c29-4818-a4de-74d9d2fafdd5,01,LOT-0001,cpv,45324000,45421146,
01a0908b-72d0-4605-806b-700f82b26738,01,,cpv,72212451,,
01a0908b-72d0-4605-806b-700f82b26738,01,LOT-0001,cpv,72212451,,
008cde4f-7c6c-45cd-8286-9111985fe572,01,,cpv,79221000,,
008cde4f-7c6c-45cd-8286-9111985fe572,01,LOT-0001,cpv,79221000,,
4d70dd3a-19b8-45bb-8fe1-cc4dbf9f9bc0,01,,cpv,45420000,,
4d70dd3a-19b8-45bb-8fe1-cc4dbf9f9bc0,01,LOT-0001,cpv,45420000,,
3b86fd33-00b9-40dd-8ca9-ceabce92d4f0,01,,cpv,72250000,"72000000,72200000,72260000",
3b86fd33-00b9-40dd-8ca9-ceabce92d4f0,01,LOT-0001,cpv,72250000,"72000000,72200000,72260000",
fb31e81f-405c-4e29-a8ae-81702715ad54,01,,cpv,71240000,,
fb31e81f-405c-4e29-a8ae-81702715ad54,01,LOT-0001,cpv,71240000,,
f9a8f375-5a0b-4757-8f63-3bb02d515e15,01,,cpv,79710000,,
f9a8f375-5a0b-4757-8f63-3bb02d515e15,01,LOT-0001,cpv,79710000,,
f3b9c031-9495-43d1-98ae-9b6965e5dcd5,01,,cpv,34144200,,
f3b9c031-9495-43d1-98ae-9b6965e5dcd5,01,LOT-0001,cpv,34144200,,
c75374b3-68b2-4961-babf-eda69b82ddf5,01,,cpv,75000000,,
c75374b3-68b2-4961-babf-eda69b82ddf5,01,LOT-0000,cpv,75000000,,
eef2ee81-6ce1-44d3-a872-d7ef3172d45b,01,,cpv,30000000,"30213000,30214000",
eef2ee81-6ce1-44d3-a872-d7ef3172d45b,01,LOT-0001,cpv,30000000,"30213000,30214000",
72116ef8-f365-4654-a1ae-dad48639eca7,01,,cpv,22820000,"22000000,22440000",
72116ef8-f365-4654-a1ae-dad48639eca7,01,LOT-0001,cpv,22820000,,
72116ef8-f365-4654-a1ae-dad48639eca7,01,LOT-0002,cpv,22820000,,
72116ef8-f365-4654-a1ae-dad48639eca7,01,LOT-0003,cpv,22820000,,
d6edcf37-85e7-4c5d-aadd-631777267c50,01,,cpv,71327000,,
d6edcf37-85e7-4c5d-aadd-631777267c50,01,LOT-0001,cpv,71327000,,
1fae276e-8f0b-4dc6-86fe-d4f630f347b4,01,,cpv,48000000,"48223000,48329000",
1fae276e-8f0b-4dc6-86fe-d4f630f347b4,01,LOT-0001,cpv,48000000,"48223000,48329000",
2127b926-d426-4e4b-903f-6ca78cf49240,01,,cpv,45000000,45200000,
2127b926-d426-4e4b-903f-6ca78cf49240,01,LOT-0000,cpv,45000000,45200000,
b5167006-df6c-4516-b249-954d8e8f3df2,01,,cpv,45312310,,
b5167006-df6c-4516-b249-954d8e8f3df2,01,LOT-0000,cpv,45312310,,
00645247-2a18-4009-8d3c-86d79b0008cd,01,,cpv,72212000,,
00645247-2a18-4009-8d3c-86d79b0008cd,01,LOT-0001,cpv,72212000,,
41652100-e2a9-449d-b561-ec5cd19b8897,03,,cpv,35240000,,
41652100-e2a9-449d-b561-ec5cd19b8897,03,LOT-0000,cpv,35240000,,
afd9f95e-cfc5-4aa3-9657-683dc982242e,01,,cpv,45234100,,
afd9f95e-cfc5-4aa3-9657-683dc982242e,01,LOT-0001,cpv,45234100,,
bd789d45-0e90-47dc-bc95-938462f0599d,01,,cpv,71521000,,
bd789d45-0e90-47dc-bc95-938462f0599d,01,LOT-0001,cpv,71521000,,
bd789d45-0e90-47dc-bc95-938462f0599d,01,LOT-0002,cpv,71521000,,
bd789d45-0e90-47dc-bc95-938462f0599d,01,LOT-0003,cpv,71521000,,
bd789d45-0e90-47dc-bc95-938462f0599d,01,LOT-0004,cpv,71521000,,
9796d9b5-7bf5-46ad-8cfc-948b3723d87d,01,,cpv,79713000,,
9796d9b5-7bf5-46ad-8cfc-948b3723d87d,01,LOT-0000,cpv,79713000,,
c14fa2a8-76dc-437b-bf6c-bd43c83bb3c9,01,,cpv,45421131,,
c14fa2a8-76dc-437b-bf6c-bd43c83bb3c9,01,LOT-0001,cpv,45421131,,
01a0a3d5-6165-4f32-aef7-aa42a53416f8,01,,cpv,48800000,,
01a0a3d5-6165-4f32-aef7-aa42a53416f8,01,LOT-0001,cpv,48800000,,
f313e41a-4633-4ba7-b1be-e4a4adc5eb12,01,,cpv,71300000,"71000000,71320000,71321000,71321200",
f313e41a-4633-4ba7-b1be-e4a4adc5eb12,01,LOT-0001,cpv,71300000,"71000000,71320000,71321000,71321200",
77dd412a-f4af-4b1f-bc1b-77bcaf09e031,01,,cpv,45210000,,
77dd412a-f4af-4b1f-bc1b-77bcaf09e031,01,LOT-0001,cpv,45210000,,
74213ead-8e86-41f8-b1d4-eff6c6ab222a,01,,cpv,45330000,"45331110,45332400",
74213ead-8e86-41f8-b1d4-eff6c6ab222a,01,LOT-0001,cpv,45330000,"45331110,45332400",
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,,cpv,90911200,90911300,
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,LOT-0001,cpv,90911200,,
f67484c6-0ea9-45ec-98f4-f1afe4c46ecf,01,LOT-0002,cpv,90911300,,
dc8a5290-a8f6-4e7a-93be-cc3b6edf7b7f,01,,cpv,71350000,"71352140,71351710,71351200,71352100,71332000,71353100,71520000",
dc8a5290-a8f6-4e7a-93be-cc3b6edf7b7f,01,LOT-0000,cpv,71350000,71352140,
8712ead9-715a-4650-ab3e-b34384a3359a,01,,cpv,50700000,,
8712ead9-715a-4650-ab3e-b34384a3359a,01,LOT-0000,cpv,50700000,,
04f76f7a-e349-489a-a764-54850c2dea86,01,,cpv,71000000,"71300000,71320000,71321000,71321200,71321300,71321400,71322000",
04f76f7a-e349-489a-a764-54850c2dea86,01,LOT-0001,cpv,71000000,"71300000,71320000,71321000,71321200,71321300,71321400,71322000",
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0001,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0002,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0003,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0004,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0005,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0006,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0007,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0008,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0009,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0010,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0011,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0012,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0013,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0014,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0015,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0016,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0017,cpv,34142200,,
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,LOT-0018,cpv,34142200,,
58ff65ad-ad0d-43da-9705-373a3e18d3db,01,,cpv,45350000,,
58ff65ad-ad0d-43da-9705-373a3e18d3db,01,LOT-0000,cpv,45350000,,
cd3f20d9-6470-470f-9daa-4132a2932046,01,,cpv,45000000,,
cd3f20d9-6470-470f-9daa-4132a2932046,01,PAR-0001,cpv,45000000,,
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,,cpv,34144511,,
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,LOT-0001,cpv,34144511,,
43f1eed3-92c4-4888-a2ae-b1de0485dec9,01,LOT-0002,cpv,34144511,,
cba98c7f-e41f-4ab9-81b8-7a3319fc583a,01,,cpv,45315100,,
cba98c7f-e41f-4ab9-81b8-7a3319fc583a,01,LOT-0000,,,,
c76203cb-e304-450e-ab70-f351183aeb21,01,,cpv,45000000,,
c76203cb-e304-450e-ab70-f351183aeb21,01,LOT-0000,cpv,45000000,,
c0a87660-19a6-44c1-bbc8-c7fec1c7615d,01,,cpv,60130000,,
c0a87660-19a6-44c1-bbc8-c7fec1c7615d,01,LOT-0001,cpv,60130000,,
c0a87660-19a6-44c1-bbc8-c7fec1c7615d,01,LOT-0002,cpv,60130000,,
c0a87660-19a6-44c1-bbc8-c7fec1c7615d,01,LOT-0003,cpv,60130000,,
43e6cc1d-3b21-45dd-9238-1a0c606cbdac,01,,cpv,71320000,71240000,
43e6cc1d-3b21-45dd-9238-1a0c606cbdac,01,LOT-0001,cpv,71320000,71240000,
6f3b35b2-71c9-4abb-a5de-426cf16e85d8,01,,cpv,45431000,,
6f3b35b2-71c9-4abb-a5de-426cf16e85d8,01,LOT-0000,,,,
81db0040-7ed0-434a-947e-7113d2568512,01,,cpv,45221110,,
81db0040-7ed0-434a-947e-7113d2568512,01,LOT-0001,cpv,45221110,,
7ee8c71e-6e5c-48b4-bbd0-68c027e3724d,01,,cpv,71314100,"71520000,71521000,71300000,71318100,71323100",
7ee8c71e-6e5c-48b4-bbd0-68c027e3724d,01,LOT-0001,cpv,71314100,"71520000,71521000,71300000,71318100,71323100",
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,,cpv,34100000,"34110000,34144900",
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0001,cpv,34100000,"34144900,66114000",
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0002,cpv,34100000,,
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0003,cpv,34100000,,
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0004,cpv,34100000,,
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0005,cpv,34100000,,
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,LOT-0006,cpv,34100000,,
470072e8-59d4-460e-83d7-7ef747d9690f,01,,cpv,44212300,45223210,
470072e8-59d4-460e-83d7-7ef747d9690f,01,LOT-0001,cpv,44212300,45223210,
c3a9b49a-2f04-4f8c-8eb2-c8341bbafabe,01,,cpv,45331210,,
c3a9b49a-2f04-4f8c-8eb2-c8341bbafabe,01,LOT-0000,cpv,45331210,,
2339bde4-829b-43aa-b216-c75c2496c85f,01,,cpv,45324000,,
2339bde4-829b-43aa-b216-c75c2496c85f,01,LOT-0001,cpv,45324000,,
f543cff6-5e02-459b-9d43-6a78f2f61da8,01,,cpv,71300000,"71351500,71351710,71351910,71610000",
f543cff6-5e02-459b-9d43-6a78f2f61da8,01,LOT-0001,cpv,71300000,"71351500,71351710,71351910,71610000",
97e862d6-eeca-4870-8e35-1ec6806240b8,01,,cpv,32322000,"30231300,39162110,30237200,30213200",
97e862d6-eeca-4870-8e35-1ec6806240b8,01,LOT-0001,cpv,30231300,,
97e862d6-eeca-4870-8e35-1ec6806240b8,01,LOT-0002,cpv,30237200,,
97e862d6-eeca-4870-8e35-1ec6806240b8,01,LOT-0003,cpv,30231300,,
97e862d6-eeca-4870-8e35-1ec6806240b8,01,LOT-0004,cpv,30213200,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,,cpv,71300000,"92534000,90700000",
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0001,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0002,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0003,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0004,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0005,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0006,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0007,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0008,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0009,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0010,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0011,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0012,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0013,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0014,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0015,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0016,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0017,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0018,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0019,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0020,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0021,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0022,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0023,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0024,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0025,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0026,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0027,cpv,71300000,,
fae26baa-4795-4ee7-95a1-db6fa841d07a,01,LOT-0028,cpv,71300000,,
ad444921-a025-4950-b270-afc0dd34dd39,01,,cpv,45000000,,
ad444921-a025-4950-b270-afc0dd34dd39,01,LOT-0000,cpv,45000000,,
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,,cpv,45233120,,
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,LOT-0000,cpv,45233120,,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,,cpv,60600000,45314300,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0001,cpv,60600000,45314300,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0002,cpv,60600000,45314300,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0003,cpv,60600000,45314300,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0004,cpv,60600000,45314300,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0005,cpv,50532400,45314300,
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0006,cpv,50532400,45314300,
fddd9d32-d79e-4c0e-b40e-8d14b7ca2629,01,,cpv,98310000,,
fddd9d32-d79e-4c0e-b40e-8d14b7ca2629,01,LOT-0000,cpv,98310000,,
d4619e7b-8b9e-4a4f-a8e2-fa3fbe3dcb44,01,,cpv,71300000,,
d4619e7b-8b9e-4a4f-a8e2-fa3fbe3dcb44,01,LOT-0000,cpv,71300000,,
7b584af3-cd7a-4fa9-be87-2fa6755c77f4,01,,cpv,45111230,,
7b584af3-cd7a-4fa9-be87-2fa6755c77f4,01,LOT-0001,cpv,45111230,,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,,cpv,45421100,,
c4e11c05-c40c-401c-b0f0-a479f42067b7,01,LOT-0001,cpv,45421100,,
193c6052-b39c-4044-9fec-9669ee69dfd8,01,,cpv,45000000,,
193c6052-b39c-4044-9fec-9669ee69dfd8,01,LOT-0000,cpv,45000000,,
2e8cce13-269e-4558-8b56-8c992ec1e00b,01,,cpv,34144210,34144213,
2e8cce13-269e-4558-8b56-8c992ec1e00b,01,LOT-0001,cpv,34144210,34144213,
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,,cpv,45234100,45232210,
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0001,cpv,45232210,45234100,
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0002,cpv,45232210,45234100,
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0003,cpv,45232210,45234100,
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0004,cpv,45232210,45234100,
90f332ed-04ca-467f-9af8-5e6e8e9ac165,01,,cpv,45421131,,
90f332ed-04ca-467f-9af8-5e6e8e9ac165,01,LOT-0000,cpv,45421131,,
3c3b2519-5588-45d3-a0ca-9d0e5dada4ce,01,,cpv,45200000,"45214000,45431000",
3c3b2519-5588-45d3-a0ca-9d0e5dada4ce,01,LOT-0000,cpv,45200000,"45214000,45431000",
fe0bd50e-647d-4bce-916a-4be5863cb38a,01,,cpv,45214000,"71314300,71320000",
fe0bd50e-647d-4bce-916a-4be5863cb38a,01,PAR-0001,cpv,45214000,"71314300,71320000",
8bc44cd7-7b10-4f1d-84b6-c2b84c99bd77,01,,cpv,80570000,,
8bc44cd7-7b10-4f1d-84b6-c2b84c99bd77,01,LOT-0000,cpv,80570000,,
e9684303-556d-4be9-b2f7-525e90f7aa61,01,,cpv,45261410,45261300,
e9684303-556d-4be9-b2f7-525e90f7aa61,01,LOT-0001,cpv,45261410,45261300,
39451e83-34bc-4104-841d-204bcaf0bfb1,01,,cpv,45311000,"45311200,45314310",
39451e83-34bc-4104-841d-204bcaf0bfb1,01,LOT-0001,cpv,45311000,"45311200,45314310",
08738828-2406-4dee-b294-31c6c16f7568,01,,cpv,33140000,18100000,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0001,cpv,33140000,18100000,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0002,cpv,33140000,18100000,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0003,cpv,33140000,18100000,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0004,cpv,33140000,18100000,
08738828-2406-4dee-b294-31c6c16f7568,01,LOT-0005,cpv,33140000,18100000,
fffa5d0a-0257-4e98-b6e8-6a182061357d,01,,cpv,45000000,"45230000,45231000,45233120,45247110,45310000",
fffa5d0a-0257-4e98-b6e8-6a182061357d,01,LOT-0001,cpv,45000000,"45230000,45231000,45233120,45247110,45310000",
b6497276-a5eb-4c66-ac56-f86604960788,01,,cpv,45000000,"45331210,45331200,42520000,42521000,45331220",
b6497276-a5eb-4c66-ac56-f86604960788,01,LOT-0001,cpv,45000000,"45331210,45331200,42520000,42521000,45331220",
ca24ac0c-3c27-491e-a1e7-908958fd804d,01,,cpv,34144510,,
ca24ac0c-3c27-491e-a1e7-908958fd804d,01,LOT-0001,cpv,34144510,,
9847632d-4a97-4aaa-ad2a-30e63db92be3,01,,cpv,73100000,,
9847632d-4a97-4aaa-ad2a-30e63db92be3,01,LOT-0000,cpv,73100000,,
01a0a444-1c07-471e-b755-941f4becd2ee,01,,cpv,42414000,"45241000,45223100",
01a0a444-1c07-471e-b755-941f4becd2ee,01,LOT-0001,cpv,42414000,"45241000,45223100",
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,,cpv,50600000,"50000000,50630000",
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,LOT-0001,cpv,50600000,"50000000,50630000",
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,LOT-0002,cpv,50600000,"50000000,50630000",
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,LOT-0003,cpv,50600000,"50000000,50630000",
c5130c2b-46f7-4e0e-9809-68b19283cd29,01,LOT-0004,cpv,50600000,"50000000,50630000",
7267f9d3-1956-47a5-82d7-7d2d914a3ec0,01,,cpv,38433300,,
7267f9d3-1956-47a5-82d7-7d2d914a3ec0,01,LOT-0001,cpv,38433300,,
f38209f9-e539-4f4b-a401-83eb750ae9df,01,,cpv,45112710,45233250,
f38209f9-e539-4f4b-a401-83eb750ae9df,01,LOT-0001,cpv,45112710,45233250,
1594f91b-44f6-456a-a325-ad98833404bc,01,,cpv,45000000,,
1594f91b-44f6-456a-a325-ad98833404bc,01,LOT-0000,cpv,45000000,,
0430fc54-6625-452c-aaf0-0a8cbd97d010,01,,cpv,45234100,,
0430fc54-6625-452c-aaf0-0a8cbd97d010,01,LOT-0001,cpv,45234100,,
da4582b1-8a28-481e-83a6-878d3f239556,01,,cpv,45314300,,
da4582b1-8a28-481e-83a6-878d3f239556,01,LOT-0001,cpv,45314300,,
12d399d4-743f-4ef9-8d50-661c788e7327,01,,cpv,71300000,,
12d399d4-743f-4ef9-8d50-661c788e7327,01,LOT-0001,cpv,71300000,,
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,,cpv,33600000,,
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0001,cpv,33600000,,
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0002,cpv,33600000,,
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0003,cpv,33600000,,
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0004,cpv,33600000,,
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0005,cpv,33600000,,
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0006,cpv,33600000,,
7ad430a7-26c5-4230-9ff4-1e948502c5e4,01,LOT-0007,cpv,33600000,,
